Readcode,MedicalCondition
B327600,CPRD_pri_melanoma
B327700,CPRD_pri_melanoma
B327800,CPRD_pri_melanoma
B327900,CPRD_pri_melanoma
B327.00,CPRD_pri_melanoma
B327z00,CPRD_pri_melanoma
B32..00,CPRD_pri_melanoma
B32y000,CPRD_pri_melanoma
B32y.00,CPRD_pri_melanoma
B32z.00,CPRD_pri_melanoma
BBE1000,CPRD_pri_melanoma
BBE1100,CPRD_pri_melanoma
BBE1.00,CPRD_pri_melanoma
BBE1.11,CPRD_pri_melanoma
BBE1.12,CPRD_pri_melanoma
BBE1.13,CPRD_pri_melanoma
BBE2.00,CPRD_pri_melanoma
BBE4.00,CPRD_pri_melanoma
BBEA.00,CPRD_pri_melanoma
BBEC.00,CPRD_pri_melanoma
BBEF.00,CPRD_pri_melanoma
BBEF.11,CPRD_pri_melanoma
BBEG000,CPRD_pri_melanoma
BBEG.00,CPRD_pri_melanoma
BBEG.11,CPRD_pri_melanoma
BBEH.00,CPRD_pri_melanoma
BBEM.00,CPRD_pri_melanoma
BBEN.11,CPRD_pri_melanoma
BBEP.00,CPRD_pri_melanoma
BBEQ.00,CPRD_pri_melanoma
BBES.00,CPRD_pri_melanoma
BBET.00,CPRD_pri_melanoma
Byu4000,CPRD_pri_melanoma
Byu4100,CPRD_pri_melanoma
BBP1.00,CPRD_pri_mesothelioma
BBP3.11,CPRD_pri_mesothelioma
BBP5.00,CPRD_pri_mesothelioma
BBP7.00,CPRD_pri_mesothelioma
B592.00,CPRD_pri_multindep
ByuE000,CPRD_pri_multindep
ByuE.00,CPRD_pri_multindep
B100.00,CPRD_pri_oesoph
B101.00,CPRD_pri_oesoph
B102.00,CPRD_pri_oesoph
B103.00,CPRD_pri_oesoph
B104.00,CPRD_pri_oesoph
B105.00,CPRD_pri_oesoph
B106.00,CPRD_pri_oesoph
B107.00,CPRD_pri_oesoph
B10..00,CPRD_pri_oesoph
B10y.00,CPRD_pri_oesoph
B10z.00,CPRD_pri_oesoph
B10z.11,CPRD_pri_oesoph
ZV10016,CPRD_pri_oesoph
B000000,CPRD_pri_oroph
B000100,CPRD_pri_oroph
B000.00,CPRD_pri_oroph
B000z00,CPRD_pri_oroph
B001000,CPRD_pri_oroph
B001100,CPRD_pri_oroph
B001.00,CPRD_pri_oroph
B001z00,CPRD_pri_oroph
B002100,CPRD_pri_oroph
B002200,CPRD_pri_oroph
B002300,CPRD_pri_oroph
B002.00,CPRD_pri_oroph
B002z00,CPRD_pri_oroph
B003000,CPRD_pri_oroph
B003100,CPRD_pri_oroph
B003200,CPRD_pri_oroph
B003300,CPRD_pri_oroph
B003.00,CPRD_pri_oroph
B003z00,CPRD_pri_oroph
B004000,CPRD_pri_oroph
B004200,CPRD_pri_oroph
B004300,CPRD_pri_oroph
B004.00,CPRD_pri_oroph
B005.00,CPRD_pri_oroph
B006.00,CPRD_pri_oroph
B007.00,CPRD_pri_oroph
B00..00,CPRD_pri_oroph
B00..11,CPRD_pri_oroph
B00z000,CPRD_pri_oroph
B00z100,CPRD_pri_oroph
B00zz00,CPRD_pri_oroph
B010000,CPRD_pri_oroph
B010.00,CPRD_pri_oroph
B010.11,CPRD_pri_oroph
B010z00,CPRD_pri_oroph
B011100,CPRD_pri_oroph
B011.00,CPRD_pri_oroph
B011z00,CPRD_pri_oroph
B012.00,CPRD_pri_oroph
B013000,CPRD_pri_oroph
B013100,CPRD_pri_oroph
B013.00,CPRD_pri_oroph
B013z00,CPRD_pri_oroph
B014.00,CPRD_pri_oroph
B015.00,CPRD_pri_oroph
B016.00,CPRD_pri_oroph
B017.00,CPRD_pri_oroph
B01..00,CPRD_pri_oroph
B01y.00,CPRD_pri_oroph
B01z.00,CPRD_pri_oroph
B020.00,CPRD_pri_oroph
B021.00,CPRD_pri_oroph
B022.00,CPRD_pri_oroph
B02..00,CPRD_pri_oroph
B02y.00,CPRD_pri_oroph
B02z.00,CPRD_pri_oroph
B030.00,CPRD_pri_oroph
B031.00,CPRD_pri_oroph
B03..00,CPRD_pri_oroph
B03y.00,CPRD_pri_oroph
B03z.00,CPRD_pri_oroph
B040.00,CPRD_pri_oroph
B041.00,CPRD_pri_oroph
B042.00,CPRD_pri_oroph
B04..00,CPRD_pri_oroph
B04y.00,CPRD_pri_oroph
B04z.00,CPRD_pri_oroph
B050.00,CPRD_pri_oroph
B050.11,CPRD_pri_oroph
B051000,CPRD_pri_oroph
B051100,CPRD_pri_oroph
B051.00,CPRD_pri_oroph
B052.00,CPRD_pri_oroph
B053.00,CPRD_pri_oroph
B054.00,CPRD_pri_oroph
B055000,CPRD_pri_oroph
B055100,CPRD_pri_oroph
B055.00,CPRD_pri_oroph
B055z00,CPRD_pri_oroph
B056.00,CPRD_pri_oroph
B05..00,CPRD_pri_oroph
B05y.00,CPRD_pri_oroph
B05z.00,CPRD_pri_oroph
B060000,CPRD_pri_oroph
B060100,CPRD_pri_oroph
B060200,CPRD_pri_oroph
B060.00,CPRD_pri_oroph
B060z00,CPRD_pri_oroph
B061.00,CPRD_pri_oroph
B062000,CPRD_pri_oroph
B062100,CPRD_pri_oroph
B062200,CPRD_pri_oroph
B062300,CPRD_pri_oroph
B062.00,CPRD_pri_oroph
B062z00,CPRD_pri_oroph
B063.00,CPRD_pri_oroph
B064000,CPRD_pri_oroph
B064100,CPRD_pri_oroph
B064.00,CPRD_pri_oroph
B064z00,CPRD_pri_oroph
B065.00,CPRD_pri_oroph
B066.00,CPRD_pri_oroph
B067.00,CPRD_pri_oroph
B06..00,CPRD_pri_oroph
B06y.00,CPRD_pri_oroph
B06yz00,CPRD_pri_oroph
B06z.00,CPRD_pri_oroph
B070.00,CPRD_pri_oroph
B071000,CPRD_pri_oroph
B071100,CPRD_pri_oroph
B071.00,CPRD_pri_oroph
B071z00,CPRD_pri_oroph
B072000,CPRD_pri_oroph
B072.00,CPRD_pri_oroph
B072z00,CPRD_pri_oroph
B073100,CPRD_pri_oroph
B073200,CPRD_pri_oroph
B073.00,CPRD_pri_oroph
B073z00,CPRD_pri_oroph
B074.00,CPRD_pri_oroph
B07..00,CPRD_pri_oroph
B07y.00,CPRD_pri_oroph
B07z.00,CPRD_pri_oroph
B080.00,CPRD_pri_oroph
B081.00,CPRD_pri_oroph
B082.00,CPRD_pri_oroph
B083.00,CPRD_pri_oroph
B08..00,CPRD_pri_oroph
B08y.00,CPRD_pri_oroph
B08z.00,CPRD_pri_oroph
B0...00,CPRD_pri_oroph
B0...11,CPRD_pri_oroph
B0z0.00,CPRD_pri_oroph
B0z1.00,CPRD_pri_oroph
B0z2.00,CPRD_pri_oroph
B0z..00,CPRD_pri_oroph
B0zy.00,CPRD_pri_oroph
B0zz.00,CPRD_pri_oroph
BB5y000,CPRD_pri_oroph
Byu0.00,CPRD_pri_oroph
ZV10019,CPRD_pri_oroph
ZV10y16,CPRD_pri_oroph
4M20.00,CPRD_pri_other
4M21.00,CPRD_pri_other
4M22.00,CPRD_pri_other
4M23.00,CPRD_pri_other
7G03K00,CPRD_pri_other
A789500,CPRD_pri_other
A789511,CPRD_pri_other
B120.00,CPRD_pri_other
B121.00,CPRD_pri_other
B122.00,CPRD_pri_other
B123.00,CPRD_pri_other
B124.00,CPRD_pri_other
B12..00,CPRD_pri_other
B12y.00,CPRD_pri_other
B12z.00,CPRD_pri_other
B15..00,CPRD_pri_other
B15z.00,CPRD_pri_other
B160.00,CPRD_pri_other
B160.11,CPRD_pri_other
B16..00,CPRD_pri_other
B16y.00,CPRD_pri_other
B16z.00,CPRD_pri_other
B180100,CPRD_pri_other
B180200,CPRD_pri_other
B180.00,CPRD_pri_other
B180z00,CPRD_pri_other
B182.00,CPRD_pri_other
B18..00,CPRD_pri_other
B18y100,CPRD_pri_other
B18y200,CPRD_pri_other
B18y300,CPRD_pri_other
B18y400,CPRD_pri_other
B18y500,CPRD_pri_other
B18y600,CPRD_pri_other
B18y700,CPRD_pri_other
B18y.00,CPRD_pri_other
B18yz00,CPRD_pri_other
B18z.00,CPRD_pri_other
B1z0.00,CPRD_pri_other
B1z1000,CPRD_pri_other
B1z1100,CPRD_pri_other
B1z1.00,CPRD_pri_other
B1z1z00,CPRD_pri_other
B1z2.00,CPRD_pri_other
B1z..00,CPRD_pri_other
B1zy.00,CPRD_pri_other
B1zz.00,CPRD_pri_other
B200000,CPRD_pri_other
B200100,CPRD_pri_other
B200200,CPRD_pri_other
B200300,CPRD_pri_other
B200.00,CPRD_pri_other
B200z00,CPRD_pri_other
B201000,CPRD_pri_other
B201100,CPRD_pri_other
B201200,CPRD_pri_other
B201300,CPRD_pri_other
B201.00,CPRD_pri_other
B201z00,CPRD_pri_other
B202.00,CPRD_pri_other
B203.00,CPRD_pri_other
B204.00,CPRD_pri_other
B205.00,CPRD_pri_other
B206.00,CPRD_pri_other
B20..00,CPRD_pri_other
B20y.00,CPRD_pri_other
B20z.00,CPRD_pri_other
B210.00,CPRD_pri_other
B211.00,CPRD_pri_other
B212.00,CPRD_pri_other
B213000,CPRD_pri_other
B213100,CPRD_pri_other
B213200,CPRD_pri_other
B213300,CPRD_pri_other
B213.00,CPRD_pri_other
B213z00,CPRD_pri_other
B214.00,CPRD_pri_other
B215.00,CPRD_pri_other
B21..00,CPRD_pri_other
B21y.00,CPRD_pri_other
B21z.00,CPRD_pri_other
B230.00,CPRD_pri_other
B231.00,CPRD_pri_other
B23..00,CPRD_pri_other
B23y.00,CPRD_pri_other
B23z.00,CPRD_pri_other
B240.00,CPRD_pri_other
B241000,CPRD_pri_other
B241200,CPRD_pri_other
B241300,CPRD_pri_other
B241.00,CPRD_pri_other
B241z00,CPRD_pri_other
B242.00,CPRD_pri_other
B243.00,CPRD_pri_other
B24..00,CPRD_pri_other
B24X.00,CPRD_pri_other
B24y.00,CPRD_pri_other
B24z.00,CPRD_pri_other
B25..00,CPRD_pri_other
B26..00,CPRD_pri_other
B2z0.00,CPRD_pri_other
B2z..00,CPRD_pri_other
B2zy.00,CPRD_pri_other
B2zz.00,CPRD_pri_other
B310000,CPRD_pri_other
B310100,CPRD_pri_other
B310200,CPRD_pri_other
B310300,CPRD_pri_other
B310400,CPRD_pri_other
B310500,CPRD_pri_other
B310.00,CPRD_pri_other
B310z00,CPRD_pri_other
B311000,CPRD_pri_other
B311100,CPRD_pri_other
B311200,CPRD_pri_other
B311300,CPRD_pri_other
B311400,CPRD_pri_other
B311500,CPRD_pri_other
B311.00,CPRD_pri_other
B311z00,CPRD_pri_other
B312000,CPRD_pri_other
B312100,CPRD_pri_other
B312200,CPRD_pri_other
B312300,CPRD_pri_other
B312400,CPRD_pri_other
B312500,CPRD_pri_other
B312.00,CPRD_pri_other
B312z00,CPRD_pri_other
B313000,CPRD_pri_other
B313100,CPRD_pri_other
B313200,CPRD_pri_other
B313300,CPRD_pri_other
B313.00,CPRD_pri_other
B313z00,CPRD_pri_other
B314000,CPRD_pri_other
B314100,CPRD_pri_other
B314.00,CPRD_pri_other
B314z00,CPRD_pri_other
B315000,CPRD_pri_other
B315100,CPRD_pri_other
B315200,CPRD_pri_other
B315300,CPRD_pri_other
B315.00,CPRD_pri_other
B315z00,CPRD_pri_other
B316.00,CPRD_pri_other
B31y.00,CPRD_pri_other
B31z000,CPRD_pri_other
B31z.00,CPRD_pri_other
B420.00,CPRD_pri_other
B42..00,CPRD_pri_other
B441.00,CPRD_pri_other
B442.00,CPRD_pri_other
B443.00,CPRD_pri_other
B44..00,CPRD_pri_other
B44y.00,CPRD_pri_other
B44z.00,CPRD_pri_other
B450100,CPRD_pri_other
B450.00,CPRD_pri_other
B450z00,CPRD_pri_other
B451000,CPRD_pri_other
B451.00,CPRD_pri_other
B451z00,CPRD_pri_other
B452.00,CPRD_pri_other
B453.00,CPRD_pri_other
B454.00,CPRD_pri_other
B454.11,CPRD_pri_other
B45..00,CPRD_pri_other
B45X.00,CPRD_pri_other
B45y000,CPRD_pri_other
B45y.00,CPRD_pri_other
B45z.00,CPRD_pri_other
B480.00,CPRD_pri_other
B481.00,CPRD_pri_other
B482.00,CPRD_pri_other
B483.00,CPRD_pri_other
B484.00,CPRD_pri_other
B485.00,CPRD_pri_other
B486.00,CPRD_pri_other
B487.00,CPRD_pri_other
B48y000,CPRD_pri_other
B48y100,CPRD_pri_other
B48y200,CPRD_pri_other
B48y.00,CPRD_pri_other
B48yz00,CPRD_pri_other
B48z.00,CPRD_pri_other
B4A3.00,CPRD_pri_other
B4A4.00,CPRD_pri_other
B4A..00,CPRD_pri_other
B4Ay000,CPRD_pri_other
B4Ay.00,CPRD_pri_other
B4Az.00,CPRD_pri_other
B500000,CPRD_pri_other
B500100,CPRD_pri_other
B500200,CPRD_pri_other
B500.00,CPRD_pri_other
B500z00,CPRD_pri_other
B501000,CPRD_pri_other
B501.00,CPRD_pri_other
B501z00,CPRD_pri_other
B502.00,CPRD_pri_other
B503.00,CPRD_pri_other
B504.00,CPRD_pri_other
B505.00,CPRD_pri_other
B506.00,CPRD_pri_other
B507000,CPRD_pri_other
B507100,CPRD_pri_other
B507.00,CPRD_pri_other
B508.00,CPRD_pri_other
B50..00,CPRD_pri_other
B50y.00,CPRD_pri_other
B50z.00,CPRD_pri_other
B524000,CPRD_pri_other
B524100,CPRD_pri_other
B524200,CPRD_pri_other
B524300,CPRD_pri_other
B524400,CPRD_pri_other
B524500,CPRD_pri_other
B524600,CPRD_pri_other
B524.00,CPRD_pri_other
B524W00,CPRD_pri_other
B52y.00,CPRD_pri_other
B52z.00,CPRD_pri_other
B52..00,CPRD_pri_other
B540000,CPRD_pri_other
B540100,CPRD_pri_other
B540.00,CPRD_pri_other
B540.11,CPRD_pri_other
B540z00,CPRD_pri_other
B541.00,CPRD_pri_other
B54X.00,CPRD_pri_other
B54y.00,CPRD_pri_other
B54z.00,CPRD_pri_other
B550000,CPRD_pri_other
B550100,CPRD_pri_other
B550200,CPRD_pri_other
B550300,CPRD_pri_other
B550400,CPRD_pri_other
B550500,CPRD_pri_other
B550.00,CPRD_pri_other
B550z00,CPRD_pri_other
B551000,CPRD_pri_other
B551100,CPRD_pri_other
B551200,CPRD_pri_other
B551.00,CPRD_pri_other
B551z00,CPRD_pri_other
B552.00,CPRD_pri_other
B553000,CPRD_pri_other
B553100,CPRD_pri_other
B553200,CPRD_pri_other
B553.00,CPRD_pri_other
B553z00,CPRD_pri_other
B554.00,CPRD_pri_other
B555.00,CPRD_pri_other
B55y000,CPRD_pri_other
B55y100,CPRD_pri_other
B55y200,CPRD_pri_other
B55y.00,CPRD_pri_other
B55yz00,CPRD_pri_other
B55z.00,CPRD_pri_other
B591.00,CPRD_pri_other
B592X00,CPRD_pri_other
B593.00,CPRD_pri_other
B595.00,CPRD_pri_other
B59..00,CPRD_pri_other
B59z.00,CPRD_pri_other
B59zX00,CPRD_pri_other
B5...00,CPRD_pri_other
B5...11,CPRD_pri_other
B5y..00,CPRD_pri_other
B5z..00,CPRD_pri_other
B623000,CPRD_pri_other
B623100,CPRD_pri_other
B623300,CPRD_pri_other
B623.00,CPRD_pri_other
B623z00,CPRD_pri_other
B625000,CPRD_pri_other
B625200,CPRD_pri_other
B625800,CPRD_pri_other
B625.00,CPRD_pri_other
B625.11,CPRD_pri_other
B625z00,CPRD_pri_other
B626000,CPRD_pri_other
B626500,CPRD_pri_other
B626800,CPRD_pri_other
B626.00,CPRD_pri_other
B626z00,CPRD_pri_other
B62x500,CPRD_pri_other
B62x600,CPRD_pri_other
B62z000,CPRD_pri_other
B62z100,CPRD_pri_other
B62z200,CPRD_pri_other
B62z300,CPRD_pri_other
B62z400,CPRD_pri_other
B62z500,CPRD_pri_other
B62z600,CPRD_pri_other
B62z800,CPRD_pri_other
B62z.00,CPRD_pri_other
B62zz00,CPRD_pri_other
B62zz11,CPRD_pri_other
B63y.00,CPRD_pri_other
B63z.00,CPRD_pri_other
B6y..00,CPRD_pri_other
B6z0.00,CPRD_pri_other
B6z..00,CPRD_pri_other
BB5h100,CPRD_pri_other
BB57.00,CPRD_pri_other
BBcC.00,CPRD_pri_other
BBcC.11,CPRD_pri_other
BBcD.11,CPRD_pri_other
BBm4.00,CPRD_pri_other
BBT1.00,CPRD_pri_other
BBT7100,CPRD_pri_other
Byu1200,CPRD_pri_other
Byu1300,CPRD_pri_other
Byu2400,CPRD_pri_other
Byu2500,CPRD_pri_other
Byu4.00,CPRD_pri_other
Byu5300,CPRD_pri_other
Byu5400,CPRD_pri_other
Byu5500,CPRD_pri_other
Byu5700,CPRD_pri_other
Byu5800,CPRD_pri_other
Byu5900,CPRD_pri_other
Byu5B00,CPRD_pri_other
Byu7000,CPRD_pri_other
Byu7100,CPRD_pri_other
Byu7300,CPRD_pri_other
Byu8000,CPRD_pri_other
Byu8200,CPRD_pri_other
Byu9000,CPRD_pri_other
ByuB100,CPRD_pri_other
ByuB.00,CPRD_pri_other
ByuC000,CPRD_pri_other
ByuC100,CPRD_pri_other
ByuC600,CPRD_pri_other
ByuC800,CPRD_pri_other
ByuC.00,CPRD_pri_other
ByuD400,CPRD_pri_other
ByuDA00,CPRD_pri_other
ByuDB00,CPRD_pri_other
C37y000,CPRD_pri_other
C37y100,CPRD_pri_other
C37y500,CPRD_pri_other
C37y600,CPRD_pri_other
ZV10000,CPRD_pri_other
ZV10012,CPRD_pri_other
B440.00,CPRD_pri_ovarian
B440.11,CPRD_pri_ovarian
BB5j200,CPRD_pri_ovarian
BB5j500,CPRD_pri_ovarian
BBQA100,CPRD_pri_ovarian
D212000,CPRD_pri_ovarian
ZV10414,CPRD_pri_ovarian
B170.00,CPRD_pri_pancr
B171.00,CPRD_pri_pancr
B172.00,CPRD_pri_pancr
B173.00,CPRD_pri_pancr
B174.00,CPRD_pri_pancr
B175.00,CPRD_pri_pancr
B17..00,CPRD_pri_pancr
B17y000,CPRD_pri_pancr
B17y.00,CPRD_pri_pancr
B17yz00,CPRD_pri_pancr
B17z.00,CPRD_pri_pancr
BB5B100,CPRD_pri_pancr
BB5B300,CPRD_pri_pancr
BB5B500,CPRD_pri_pancr
BB5B600,CPRD_pri_pancr
BB5C100,CPRD_pri_pancr
1427000.0,CPRD_pri_prost
4M00.00,CPRD_pri_prost
4M01.00,CPRD_pri_prost
4M02.00,CPRD_pri_prost
4M0..00,CPRD_pri_prost
7B20000,CPRD_pri_prost
7B20200,CPRD_pri_prost
7B36000,CPRD_pri_prost
7B36500,CPRD_pri_prost
7B36600,CPRD_pri_prost
7B36700,CPRD_pri_prost
B46..00,CPRD_pri_prost
ZV10415,CPRD_pri_prost
7G05600,CPRD_pri_skin
7G05D00,CPRD_pri_skin
B330.00,CPRD_pri_skin
B331000,CPRD_pri_skin
B331100,CPRD_pri_skin
B331200,CPRD_pri_skin
B331.00,CPRD_pri_skin
B332000,CPRD_pri_skin
B332100,CPRD_pri_skin
B332200,CPRD_pri_skin
B332.00,CPRD_pri_skin
B332z00,CPRD_pri_skin
B333000,CPRD_pri_skin
B333100,CPRD_pri_skin
B333200,CPRD_pri_skin
B333300,CPRD_pri_skin
B333400,CPRD_pri_skin
B333500,CPRD_pri_skin
B333.00,CPRD_pri_skin
B333z00,CPRD_pri_skin
B334000,CPRD_pri_skin
B334100,CPRD_pri_skin
B334.00,CPRD_pri_skin
B334z00,CPRD_pri_skin
B335000,CPRD_pri_skin
B335100,CPRD_pri_skin
B335200,CPRD_pri_skin
B335300,CPRD_pri_skin
B335400,CPRD_pri_skin
B335500,CPRD_pri_skin
B335600,CPRD_pri_skin
B335700,CPRD_pri_skin
B335800,CPRD_pri_skin
B335900,CPRD_pri_skin
B335A00,CPRD_pri_skin
B335.00,CPRD_pri_skin
B335z00,CPRD_pri_skin
B336000,CPRD_pri_skin
B336100,CPRD_pri_skin
B336200,CPRD_pri_skin
B336300,CPRD_pri_skin
B336400,CPRD_pri_skin
B336500,CPRD_pri_skin
B336.00,CPRD_pri_skin
B336z00,CPRD_pri_skin
B337000,CPRD_pri_skin
B337100,CPRD_pri_skin
B337200,CPRD_pri_skin
B337300,CPRD_pri_skin
B337400,CPRD_pri_skin
B337500,CPRD_pri_skin
B337600,CPRD_pri_skin
B337700,CPRD_pri_skin
B337800,CPRD_pri_skin
B337900,CPRD_pri_skin
B337.00,CPRD_pri_skin
B337z00,CPRD_pri_skin
B338.00,CPRD_pri_skin
B339.00,CPRD_pri_skin
B33..00,CPRD_pri_skin
B33..11,CPRD_pri_skin
B33..13,CPRD_pri_skin
B33..14,CPRD_pri_skin
B33..15,CPRD_pri_skin
B33..16,CPRD_pri_skin
B33X.00,CPRD_pri_skin
B33y.00,CPRD_pri_skin
B33z.00,CPRD_pri_skin
B33z.11,CPRD_pri_skin
BB2A.13,CPRD_pri_skin
BB30.00,CPRD_pri_skin
BB31.00,CPRD_pri_skin
BB32.00,CPRD_pri_skin
BB33.00,CPRD_pri_skin
BB34.00,CPRD_pri_skin
BB35.00,CPRD_pri_skin
BB36.00,CPRD_pri_skin
BB3..00,CPRD_pri_skin
BB3C.00,CPRD_pri_skin
BB3D.00,CPRD_pri_skin
BB3E.00,CPRD_pri_skin
BB3F.00,CPRD_pri_skin
BB3G.00,CPRD_pri_skin
BB3z.00,CPRD_pri_skin
BB60100,CPRD_pri_skin
BB61200,CPRD_pri_skin
BB62100,CPRD_pri_skin
BB69100,CPRD_pri_skin
Byu4200,CPRD_pri_skin
Byu4300,CPRD_pri_skin
Byu5A00,CPRD_pri_skin
ZV10y14,CPRD_pri_skin
B110000,CPRD_pri_stomach
B110100,CPRD_pri_stomach
B110111,CPRD_pri_stomach
B110.00,CPRD_pri_stomach
B110z00,CPRD_pri_stomach
B111000,CPRD_pri_stomach
B111100,CPRD_pri_stomach
B111.00,CPRD_pri_stomach
B111z00,CPRD_pri_stomach
B112.00,CPRD_pri_stomach
B113.00,CPRD_pri_stomach
B114.00,CPRD_pri_stomach
B115.00,CPRD_pri_stomach
B116.00,CPRD_pri_stomach
B117.00,CPRD_pri_stomach
B118.00,CPRD_pri_stomach
B119.00,CPRD_pri_stomach
B11..00,CPRD_pri_stomach
B11y000,CPRD_pri_stomach
B11y100,CPRD_pri_stomach
B11y.00,CPRD_pri_stomach
B11yz00,CPRD_pri_stomach
B11z.00,CPRD_pri_stomach
ZV10018,CPRD_pri_stomach
B470200,CPRD_pri_testis
B470300,CPRD_pri_testis
B470.00,CPRD_pri_testis
B470z00,CPRD_pri_testis
B471000,CPRD_pri_testis
B471100,CPRD_pri_testis
B471.00,CPRD_pri_testis
B471z00,CPRD_pri_testis
B47..00,CPRD_pri_testis
B47z.00,CPRD_pri_testis
B47z.11,CPRD_pri_testis
B47z.12,CPRD_pri_testis
ZV10416,CPRD_pri_testis
42P2.11,CPRD_pri_thrombocytopaenia
D313000,CPRD_pri_thrombocytopaenia
D313011,CPRD_pri_thrombocytopaenia
D313012,CPRD_pri_thrombocytopaenia
D313100,CPRD_pri_thrombocytopaenia
D313111,CPRD_pri_thrombocytopaenia
D313300,CPRD_pri_thrombocytopaenia
D313.00,CPRD_pri_thrombocytopaenia
D313.11,CPRD_pri_thrombocytopaenia
D313.12,CPRD_pri_thrombocytopaenia
D313.13,CPRD_pri_thrombocytopaenia
D313.14,CPRD_pri_thrombocytopaenia
D313.15,CPRD_pri_thrombocytopaenia
D313y00,CPRD_pri_thrombocytopaenia
D313z00,CPRD_pri_thrombocytopaenia
D313z11,CPRD_pri_thrombocytopaenia
Dyu3200,CPRD_pri_thrombocytopaenia
B53..00,CPRD_pri_thyroid
ZV10y15,CPRD_pri_thyroid
B40..00,CPRD_pri_uterine
B430000,CPRD_pri_uterine
B430100,CPRD_pri_uterine
B430200,CPRD_pri_uterine
B430211,CPRD_pri_uterine
B430300,CPRD_pri_uterine
B430.00,CPRD_pri_uterine
B430z00,CPRD_pri_uterine
B431000,CPRD_pri_uterine
B431.00,CPRD_pri_uterine
B431z00,CPRD_pri_uterine
B432.00,CPRD_pri_uterine
B43..00,CPRD_pri_uterine
B43y.00,CPRD_pri_uterine
B43z.00,CPRD_pri_uterine
ZV10417,CPRD_pri_uterine
G410.00,CPRD_prim_pulm_htn
14F2.00,CPRD_psoriasis
M160000,CPRD_psoriasis
M160100,CPRD_psoriasis
M160200,CPRD_psoriasis
M160.00,CPRD_psoriasis
M160.11,CPRD_psoriasis
M160z00,CPRD_psoriasis
M161000,CPRD_psoriasis
M161100,CPRD_psoriasis
M161200,CPRD_psoriasis
M161300,CPRD_psoriasis
M161400,CPRD_psoriasis
M161500,CPRD_psoriasis
M161600,CPRD_psoriasis
M161700,CPRD_psoriasis
M161800,CPRD_psoriasis
M161900,CPRD_psoriasis
M161A00,CPRD_psoriasis
M161B00,CPRD_psoriasis
M161C00,CPRD_psoriasis
M161D00,CPRD_psoriasis
M161E00,CPRD_psoriasis
M161F00,CPRD_psoriasis
M161F11,CPRD_psoriasis
M161H00,CPRD_psoriasis
M161J00,CPRD_psoriasis
M161.00,CPRD_psoriasis
M161z00,CPRD_psoriasis
M166.00,CPRD_psoriasis
M16..00,CPRD_psoriasis
M16y000,CPRD_psoriasis
M16y.00,CPRD_psoriasis
M16z.00,CPRD_psoriasis
Myu3000,CPRD_psoriasis
N045200,CPRD_psoriasis
Nyu1300,CPRD_psoriasis
2BE2.00,CPRD_ptosis
2BE..00,CPRD_ptosis
2BE3.00,CPRD_ptosis
2BEZ.00,CPRD_ptosis
7218000.0,CPRD_ptosis
7218100.0,CPRD_ptosis
7218200.0,CPRD_ptosis
7218300.0,CPRD_ptosis
7218500.0,CPRD_ptosis
7218.00,CPRD_ptosis
7218y00,CPRD_ptosis
7218z00,CPRD_ptosis
F4E3000,CPRD_ptosis
F4E3100,CPRD_ptosis
F4E3200,CPRD_ptosis
F4E3300,CPRD_ptosis
F4E3.00,CPRD_ptosis
F4E3z00,CPRD_ptosis
P360.00,CPRD_ptosis
P360.11,CPRD_ptosis
23E4.11,CPRD_pulm_collapse
H580.00,CPRD_pulm_collapse
H580.11,CPRD_pulm_collapse
H580.12,CPRD_pulm_collapse
23E5.00,CPRD_pulm_fibrosis
23E5.11,CPRD_pulm_fibrosis
H55..00,CPRD_pulm_fibrosis
H55..11,CPRD_pulm_fibrosis
H563100,CPRD_pulm_fibrosis
H563200,CPRD_pulm_fibrosis
H563300,CPRD_pulm_fibrosis
H563.00,CPRD_pulm_fibrosis
H563.11,CPRD_pulm_fibrosis
H563.12,CPRD_pulm_fibrosis
H563.13,CPRD_pulm_fibrosis
H563z00,CPRD_pulm_fibrosis
Hyu5000,CPRD_pulm_fibrosis
G730000,CPRD_raynauds
G730100,CPRD_raynauds
G730111,CPRD_raynauds
G730.00,CPRD_raynauds
G730z00,CPRD_raynauds
A993.00,CPRD_reactive
A993.11,CPRD_reactive
M211400,CPRD_reactive
N011400,CPRD_reactive
N011600,CPRD_reactive
N011.00,CPRD_reactive
N011.12,CPRD_reactive
N011x00,CPRD_reactive
N011z00,CPRD_reactive
N013400,CPRD_reactive
N013700,CPRD_reactive
N013.00,CPRD_reactive
N013x00,CPRD_reactive
N01w000,CPRD_reactive
N01w100,CPRD_reactive
N01w300,CPRD_reactive
N01w500,CPRD_reactive
N01w600,CPRD_reactive
N01w700,CPRD_reactive
N01w800,CPRD_reactive
N01w900,CPRD_reactive
N01wA00,CPRD_reactive
N01wB00,CPRD_reactive
N01wD00,CPRD_reactive
N01wH00,CPRD_reactive
N01wJ00,CPRD_reactive
N01wK00,CPRD_reactive
N01w.00,CPRD_reactive
N038.00,CPRD_reactive
Nyu0300,CPRD_reactive
Nyu0400,CPRD_reactive
Nyu0500,CPRD_reactive
Fy04.00,CPRD_resp_failure
H590.00,CPRD_resp_failure
H591.00,CPRD_resp_failure
H592.00,CPRD_resp_failure
H593.00,CPRD_resp_failure
H59..00,CPRD_resp_failure
R2y1.00,CPRD_resp_failure
